Kodas,EAN,Likutis
TEST-001,,2.0
TEST-002,,0.0
TEST-003,,0.0
mari1547,5901435409701.0,5.0
mari1551,5901435412060.0,0.0
mari1562,5901435413746.0,0.0
mari1566,5901435409381.0,1.0
