SKU,EAN,STOCK,STATUS
5908468,5061047481035,1,instock
5908467,5061047481042,1,instock
788025,5061047480427,15,instock
5904168,7290115246063,1,instock
5904849,5061047480977,1,instock
5904848,5061047480991,1,instock
5904846,5061047480984,1,instock
5904553,5061047480298,0,outofstock
5905302,5061047480304,0,outofstock
5905303,5061047480311,0,outofstock
5905304,686268625027,0,outofstock
5908465,5061047480779,0,outofstock
5908466,5061047480762,0,outofstock
5912030,5061047481189,1,instock
5912024,5061047481073,1,instock
5912023,5061047481080,1,instock
5912022,5061047481066,1,instock
5912025,5061047481059,1,instock
5912028,5061047480366,14,instock
5904551,5061047480410,0,outofstock
5904549,5061047480403,0,outofstock
5904547,5061047480373,1,instock
5904460,5901761127812,0,outofstock
5904456,5901761127799,1,instock
5907627,5901761128062,5,instock
5907625,5901761128079,15,instock
5907626,5901761128086,5,instock
5904657,5061047480441,1,instock
5904655,5061047480472,1,instock
5904656,5061047480434,1,instock
5908439,5061047480212,1,instock
5908437,5061047480243,1,instock
5908442,5061047480236,1,instock
5904672,5061047481219,1,instock
5904671,5061047481226,0,outofstock
5904670,5061047481202,0,outofstock
5908730,5061047480755,0,outofstock
5908731,5061047480724,1,instock
790763,5901761128093,15,instock
790761,5901761128116,15,instock
790760,5901761128123,0,outofstock
791121,5901761128147,5,instock
791116,5901761128185,0,outofstock
791119,5901761128178,15,instock
791120,5901761128154,5,instock
791117,5901761128161,15,instock
791112,5901761128192,15,instock
5912878,5901761128208,1,instock
5903566,5901761128314,0,outofstock
5910220,5901761128284,1,instock
5910216,5901761128291,0,outofstock
5903594,5901761128383,1,instock
5903593,5901761128376,0,outofstock
5903592,5901761128390,1,instock
5904095,5901761128369,15,instock
5908565,5901761128420,1,instock
5905188,5901761128413,0,outofstock
5904434,5061047480489,1,instock
5904433,5061047480458,0,outofstock
5905187,5901761128437,15,instock
5905398,5901761128444,0,outofstock
5907624,5901761128581,5,instock
5905880,5901761128598,15,instock
5905879,5901761128604,15,instock
5905876,5901761128659,1,instock
5910128,5901761128567,15,instock
5906493,5901761128574,1,instock
5908946,5061047480342,0,outofstock
5908464,5061047480328,0,outofstock
5908455,5061047480359,0,outofstock
5909025,5061047480335,0,outofstock
5912034,5061047480250,1,instock
5907486,5901761128611,5,instock
5906551,5901761128628,15,instock
5907485,5901761128635,15,instock
5913376,5901761128673,15,instock
5912876,5901761128666,0,outofstock
5907327,5901761128727,15,instock
5908175,5901761128932,1,instock
5908174,5901761128949,1,instock
5908173,5901761128956,1,instock
5906939,5901761128710,15,instock
5909875,5901761129847,15,instock
5909876,5901761129854,5,instock
5907536,5901761128772,1,instock
5907535,5901761128765,15,instock
5907534,5901761128789,1,instock
5907480,5901761128963,0,outofstock
5907473,5901761128970,0,outofstock
5907476,5901761128987,0,outofstock
5907479,5901761128994,0,outofstock
5907481,5901761129014,0,outofstock
5907483,5901761129021,0,outofstock
5907470,5901761129045,1,instock
5907972,5061047480267,1,instock
5907973,5061047480274,0,outofstock
5907969,5061047481103,1,instock
5907970,7290116961255,1,instock
5907976,5061047480922,1,instock
5907977,5061047480939,1,instock
5907978,7290116961415,1,instock
5907979,5061047480953,1,instock
5907980,7290116961569,15,instock
5907974,5061047481233,1,instock
5907975,5061047481240,0,outofstock
5910706,5061047480205,1,instock
5912033,5061047480632,1,instock
5908873,5901761129588,5,instock
5908867,5901761129564,1,instock
5908875,5901761129571,1,instock
5908874,5901761129595,1,instock
5909164,5901761129472,5,instock
5909165,5901761129489,5,instock
5909166,5901761129496,5,instock
5912145,5901761129342,15,instock
5909607,5901761129397,1,instock
5909608,5901761129373,15,instock
5909616,5901761129380,1,instock
5909609,5901761129410,15,instock
5908293,5901761129359,0,outofstock
5909610,5901761129403,15,instock
5908292,5901761129366,1,instock
5908296,5901761129502,1,instock
5908297,5901761129519,1,instock
5909677,5901761129618,1,instock
5909676,5901761129601,1,instock
5909675,5901761129625,1,instock
5909163,5901761129540,15,instock
5909161,5901761129533,15,instock
5909162,5901761129557,15,instock
5912111,5901761129229,1,instock
59114527,5901761129182,1,instock
5912921,5901761129298,1,instock
5912347,5901761129311,0,outofstock
59114526,5901761129199,1,instock
5912110,5901761129243,0,outofstock
5912922,5901761129267,1,instock
5912923,5901761129274,0,outofstock
5912533,5901761129281,1,instock
5913217,5901761129212,1,instock
5914941,,15,instock
5913216,5901761129076,0,outofstock
5912113,5901761129083,5,instock
5912112,5901761129090,1,instock
5912346,5901761129106,0,outofstock
5912345,5901761129113,0,outofstock
5912344,5901761129120,0,outofstock
5914111,5901761129137,0,outofstock
5909619,5901761129144,0,outofstock
5909618,5901761129168,0,outofstock
5909617,5901761129175,0,outofstock
5909943,5901761129809,1,instock
5909942,5901761129823,1,instock
5909941,5901761129793,1,instock
5909939,5901761129816,1,instock
5909158,5061047480816,0,outofstock
5909157,5061047480823,1,instock
5909159,5061047480809,1,instock
5909172,5901761129830,1,instock
5912032,5061047480625,1,instock
5912031,5061047480618,1,instock
5904664,686268625096,0,outofstock
5909615,5901761129861,0,outofstock
5909691,5061047480281,1,instock
5912327,5901761129748,1,instock
5912143,5901761129755,0,outofstock
5912328,5901761129724,1,instock
5912326,5901761129731,5,instock
5910223,5901761129885,1,instock
5910969,5901761127256,15,instock
5910968,5901761127263,15,instock
5910978,5901761127287,1,instock
5910979,5901761127294,1,instock
5912831,5901761129953,0,outofstock
5912830,5901761129977,0,outofstock
5912829,5901761129984,15,instock
5912828,5901761129991,15,instock
5911714,5901761127171,0,outofstock
5911713,5901761127188,1,instock
5911711,5901761127195,1,instock
5911710,5901761127201,0,outofstock
5911708,5901761127133,0,outofstock
5911707,5901761127140,1,instock
5911706,5901761127157,1,instock
5911705,5901761127164,1,instock
5911704,5901761127218,15,instock
5911703,5901761127225,1,instock
5911702,5901761127232,1,instock
5911701,5901761127249,5,instock
5913215,5901761127362,5,instock
5910970,5901761127393,1,instock
5912827,5901761123159,0,outofstock
5912817,5901761123166,5,instock
5912816,5901761123173,5,instock
5912815,5901761123180,1,instock
5912826,5901761123197,0,outofstock
5912824,5901761123203,0,outofstock
5912818,5901761123210,0,outofstock
5912017,5907090700177,0,outofstock
5911918,5907090700160,1,instock
5914256,5907090700153,15,instock
5911678,5907090700078,1,instock
5911671,5907090700047,1,instock
5911670,5907090700054,1,instock
5911669,5907090700061,1,instock
5912018,5907090700030,0,outofstock
5912207,5907090700085,1,instock
5912204,5907090700092,15,instock
5912206,5907090700108,15,instock
5912203,5907090700115,15,instock
5912205,5907090700122,15,instock
5912535,5907090700139,15,instock
5912348,5907090700146,15,instock
5912218,5907090700344,1,instock
5912219,5907090700351,1,instock
5912220,5907090700368,1,instock
5912222,5907090700375,5,instock
5912202,5907090700276,1,instock
5912201,5907090700283,1,instock
5912200,5907090700290,1,instock
5912199,5907090700306,1,instock
5913961,5907090700849,1,instock
5913962,5907090700856,5,instock
5913959,5907090700863,5,instock
5913960,5907090700870,15,instock
5912015,5907090700252,15,instock
5912073,5907090700238,15,instock
5912072,5907090700269,15,instock
5911688,5061047481721,5,instock
5911686,5061047481738,5,instock
5911682,5061047481745,15,instock
5911680,5061047481752,1,instock
5911679,5061047482063,1,instock
5911526,5061047481929,1,instock
5911525,5061047481936,1,instock
5912211,5061047481905,1,instock
5912214,5061047481912,1,instock
5911917,5061047481592,1,instock
5911916,5061047481820,0,outofstock
5911698,5061047481790,1,instock
5913627,5061047481806,5,instock
5911530,5061047481950,5,instock
5911529,5061047481967,1,instock
5911528,5061047481974,1,instock
5911527,5061047481981,5,instock
5912511,5061047481639,1,instock
5912510,5061047481646,1,instock
5912875,5061047482117,14,instock
5912507,5061047482124,14,instock
5912505,5061047482155,0,outofstock
5912506,5061047482148,0,outofstock
5912837,5061047482186,4,instock
5912836,5061047482193,0,outofstock
5912835,5061047482209,0,outofstock
5912834,5061047481998,5,instock
5912502,5061047482018,0,outofstock
5912497,5061047482032,1,instock
5912498,5061047482049,1,instock
5912499,5061047482162,1,instock
5912500,5061047482179,1,instock
5912501,5061047482056,1,instock
5912504,5061047482285,15,instock
5912016,5907090700245,15,instock
5911700,5907090700184,1,instock
5911699,5907090700191,0,outofstock
5911696,5907090700207,1,instock
5911694,590709700214,1,instock
5911691,5907090700221,1,instock
5913005,5907090700450,1,instock
5913007,5907090700399,1,instock
5913008,5907090700412,1,instock
5913003,5907090700429,0,outofstock
5912997,5907090700436,0,outofstock
5912995,5907090700443,15,instock
5914720,5907090700597,15,instock
5914721,5907090700603,15,instock
5913210,5907090700481,15,instock
5913211,5907090700498,15,instock
5913212,5907090700504,15,instock
5913213,5907090700511,15,instock
5913207,5907090700528,0,outofstock
5913209,5907090700542,1,instock
5912833,5907090700559,1,instock
5912914,5907090700566,1,instock
5912832,5907090700573,1,instock
5912915,5907090700580,1,instock
5912475,5907090700610,1,instock
5912479,5907090700634,0,outofstock
5912481,5907090700641,15,instock
5912839,5061047482001,0,outofstock
5912838,5061047482025,0,outofstock
5913164,5907090700689,1,instock
5913163,5907090700696,1,instock
5913162,5907090700702,1,instock
5913161,5907090700719,1,instock
5913225,5907090700818,15,instock
5912991,5907090700672,1,instock
5913629,5907090700757,15,instock
5913630,5907090700764,15,instock
5913631,5907090700771,0,outofstock
5913632,5907090700788,1,instock
5913633,5907090700795,15,instock
5913634,5907090700801,15,instock
5913964,5907090700887,0,outofstock
5913963,5907090700894,1,instock
5910977,5907090700726,1,instock
5913373,8714274680746,1,instock
5914603,5907090700962,0,outofstock
5914604,5907090700979,0,outofstock
5914606,5907090700948,15,instock
5914985,5907090700900,15,instock
5914986,5907090700917,15,instock
5914987,5907090700924,1,instock
5914981,5907090700993,0,outofstock
5914982,5907090701006,15,instock
5914983,5907090701013,0,outofstock
5914984,5907090701020,16,instock
59114534,5907090701037,1,instock
59114533,5907090701044,1,instock
59114532,5907090701051,1,instock
59114531,5907090701068,1,instock
59114530,5907090701075,1,instock
59114529,5907090701082,1,instock
5914942,5907090701099,1,instock
5914938,5907090701105,1,instock
5914939,,1,instock
5914940,5907090701129,1,instock
5904665,5901761128260,1,instock
5904666,5901761128253,0,outofstock
5907336,5901761128925,15,instock
5909944,5901761129946,5,instock
5914236,5901761127690,1,instock
5911672,5901761128246,1,instock
5911673,5907090700009,1,instock
5904454,,0,outofstock
5904861,5901761127881,0,outofstock
5903589,5901761124712,1,instock
5903591,5901761122862,0,outofstock
5903486,5901761125634,0,outofstock
5903485,5901761125641,1,instock
782648,5901761124774,1,instock
782649,5901761124057,0,outofstock
782647,5901761126082,1,instock
5912480,5907090700382,0,outofstock
59114516,5907090701136,1,instock
5909673,5901761129892,1,instock
5909937,5901761129908,1,instock
5909934,5901761129915,1,instock
5909936,5901761129939,0,outofstock
5909674,5901761129922,0,outofstock
783676,5901761122961,0,outofstock
785728,5901761123739,0,outofstock
769691,5901761123128,0,outofstock
5907333,5901761126112,0,outofstock
5907335,5901761126129,0,outofstock
5907331,5901761128826,0,outofstock
5907332,5901761128833,0,outofstock
780496,5907717434188,5,instock
5907576,5901761128734,1,instock
784472,5907717434195,0,outofstock
5907575,5901761128741,1,instock
5907577,5901761128758,1,instock
761282,5901761122190,15,instock
16077,5907717434157,15,instock
12932,5907717434164,15,instock
5907489,5901761122183,15,instock
13711,5901761120318,0,outofstock
13710,5907717434539,1,instock
5903217,5901761127430,1,instock
5903218,5901761127447,1,instock
5903219,5901761127454,15,instock
5909168,5901761129663,0,outofstock
788039,5901761126211,0,outofstock
5908590,5901761128796,0,outofstock
5903216,5901761128239,0,outofstock
5913369,5907090700658,0,outofstock
786483,5901761127737,5,instock
786480,5901761127416,0,outofstock
780500,5901761125917,0,outofstock
5907482,5901761128802,0,outofstock
783677,5901761127409,0,outofstock
5913829,5907090700665,15,instock
780501,5901761125924,0,outofstock
5908591,5901761128819,0,outofstock
5912477,5907090700627,1,instock
782240,5901761127423,5,instock
780502,5901761125931,0,outofstock
790759,5901761128130,15,instock
790762,5901761128109,15,instock
5906317,5901761123432,0,outofstock
791251,5901761125245,1,instock
791250,5901761125979,1,instock
791253,,1,instock
791249,5901761125573,0,outofstock
5905059,5901761122381,15,instock
5904051,5901761123777,1,instock
5904052,5901761123784,1,instock
5904054,5901761126075,1,instock
5909171,5901761127683,5,instock
5905664,5901761128505,0,outofstock
5905662,5901761128499,0,outofstock
5905401,5901761128475,0,outofstock
5905665,5901761128482,0,outofstock
790894,5901761127614,0,outofstock
790893,5901761127607,0,outofstock
5909388,5901761127638,1,instock
5909387,5901761127645,1,instock
5913371,5901761127553,0,outofstock
5910703,5901761129434,0,outofstock
5910704,5901761129427,1,instock
791656,5901761125184,5,instock
5913140,5907090700740,1,instock
790781,5901761124446,0,outofstock
790778,5901761124477,0,outofstock
790779,5901761127522,0,outofstock
790777,5901761124460,0,outofstock
790782,5901761124439,0,outofstock
790780,5901761124453,0,outofstock
5909396,5901761129632,1,instock
5905064,5901761122428,0,outofstock
5905063,5901761122459,1,instock
5905062,5901761122435,0,outofstock
5905061,5901761122442,0,outofstock
5909661,5901761129878,15,instock
5914344,5907090700931,15,instock
5907077,5901761128680,15,instock
5907078,5901761128697,15,instock
5907076,5901761128703,17,instock
5904659,,1,instock
5904660,5061047480878,1,instock
5904661,,1,instock
5904166,,0,outofstock
5904167,686268624877,1,instock
5904165,,0,outofstock
5904558,,0,outofstock
5904559,,0,outofstock
5911674,5061047482070,1,instock
5911676,5061047481707,1,instock
5911677,5061047481691,1,instock
5911675,5061047481943,1,instock
5911287,5061047480649,1,instock
5911285,5061047480663,1,instock
5911286,5061047480656,0,outofstock
5904560,,0,outofstock
5904435,7290115246636,0,outofstock
5908433,5901761125030,1,instock
5908434,5901761125047,1,instock
5903596,5901761128222,1,instock
791657,5901761127775,1,instock
782646,5901761125108,1,instock
782645,5901761125078,1,instock
790892,5901761125085,1,instock
5906138,5901761128550,1,instock
5906137,5901761128529,1,instock
5905947,5901761128543,1,instock
5908291,5901761128536,1,instock
5908592,5901761128512,5,instock
5904089,5901761125290,1,instock
5904091,5901761126389,0,outofstock
5904090,5901761126396,0,outofstock
5908295,5901761128352,1,instock
5908866,5901761125870,0,outofstock
5904094,5901761125900,0,outofstock
5906318,5901761125696,0,outofstock
5908432,5901761124538,0,outofstock
5904566,5901761121674,0,outofstock
5904564,5901761125313,1,instock
5904562,5901761126358,0,outofstock
5904565,,1,instock
788043,5901761127706,0,outofstock
788045,5901761127713,0,outofstock
5902715,5901761127720,15,instock
782243,5901761124910,0,outofstock
782245,5901761125597,5,instock
5906319,5901761128406,1,instock
782244,5901761124927,15,instock
782241,5901761124996,15,instock
5912476,5907090700467,15,instock
5912478,5907090700474,5,instock
5907568,5901761128840,0,outofstock
5907725,5901761128857,0,outofstock
5907567,5901761128871,1,instock
5907726,5901761128864,1,instock
5907566,5901761128888,5,instock
5907886,5901761128895,1,instock
5907565,5901761128901,15,instock
5907564,5901761128918,5,instock
5903598,5901761127669,0,outofstock
5902719,5901691869356,0,outofstock
5902720,5901691869363,1,instock
5902722,5901691813953,0,outofstock
5902803,5901691870031,5,instock
5902805,5901691869950,15,instock
5902806,5901691869967,15,instock
5902807,5901691870079,1,instock
5902808,5901691870086,1,instock
5902809,5901691870000,15,instock
5902810,5901691869998,15,instock
5902811,5901691870130,5,instock
5902812,5901691870147,15,instock
5902813,5901691870154,15,instock
5902814,5901691870161,0,outofstock
5902815,5901691870215,15,instock
5902816,5901691870222,15,instock
5902817,5901691870239,15,instock
5902818,5901691870246,15,instock
5902819,5901691870178,15,instock
5902820,5901691870185,15,instock
5902821,5901691870208,15,instock
5902901,5901691870192,15,instock
5903139,5901691860858,15,instock
5903140,5901691854161,15,instock
5903141,5901691870116,5,instock
5903366,5901691871618,1,instock
5903837,5901691876590,15,instock
5903867,5901691873377,15,instock
5904068,5901691852563,0,outofstock
5904069,5901691852570,0,outofstock
5905011,5901691872417,15,instock
5905012,5901691879058,15,instock
5905013,5901691879065,15,instock
5905014,5901691879041,15,instock
5905046,5901691879881,15,instock
5905200,5901691880641,15,instock
5905201,5901691873605,1,instock
5905202,5901691873629,1,instock
5905203,5901691873599,5,instock
5905204,5901691873612,5,instock
5905652,5901691872653,0,outofstock
5905773,5901691875142,15,instock
5905774,5901691875135,5,instock
5905974,5901691879355,15,instock
5905975,5901691879348,15,instock
5905976,5901691879331,15,instock
5906259,5903407131092,15,instock
5906611,5901691864801,0,outofstock
5906612,5901691864788,15,instock
5906613,5901691864795,0,outofstock
5906614,5901691864818,15,instock
5906746,5901691854871,0,outofstock
5906944,5901691883079,1,instock
5906945,5901691883093,5,instock
5906946,5901691883116,5,instock
5906947,5901691883154,5,instock
5906948,5901691883178,5,instock
5906949,5901691883192,15,instock
5906950,5901691886278,5,instock
5906951,5901691886292,15,instock
5906952,5901691886261,15,instock
5906953,5901691886285,5,instock
5907328,5901691854345,1,instock
5907329,5901691854352,0,outofstock
5907409,5901691881655,1,instock
5907410,5901691881648,0,outofstock
5907411,5901691881679,1,instock
5907412,5901691881662,15,instock
5907413,5901691881686,5,instock
5907414,5901691881693,1,instock
5907415,5901691880412,5,instock
5907416,5901691880429,15,instock
5907417,5901691879386,15,instock
5907418,5901691879379,5,instock
5907419,5901691879393,5,instock
5907420,5901691879430,5,instock
5907421,5901691879447,5,instock
5907422,5901691879423,5,instock
5907423,5901691876781,15,instock
5907424,5901691876798,15,instock
5907425,5901691876804,15,instock
5907426,5901691876811,15,instock
5907427,5901691854543,15,instock
5907428,5901691882904,0,outofstock
5907727,5901691887992,5,instock
5907728,5901691888012,1,instock
5907729,5901691888005,0,outofstock
5907730,5901691888029,5,instock
5907731,5901691854666,15,instock
5907901,5901691885806,0,outofstock
5907902,5901691885752,0,outofstock
5907903,5901691885769,0,outofstock
5907905,5901691885844,0,outofstock
5907906,5901691885851,0,outofstock
5907907,5901691885868,0,outofstock
5907908,5901691889514,0,outofstock
5907909,5901691889507,15,instock
5907912,5901691889538,0,outofstock
5907913,5901691889521,0,outofstock
5908062,5901691889569,15,instock
5908064,5901691889576,15,instock
5908066,5901691889583,5,instock
5908067,5901691889590,15,instock
5908068,5901691889606,15,instock
5908069,5901691889613,15,instock
5908070,5901691885578,15,instock
5908079,5901691885561,5,instock
5908156,5901691880504,1,instock
5908157,5901691880498,1,instock
5908158,5901691880511,1,instock
5908233,5901691863989,1,instock
5908234,5901691889460,15,instock
5908235,5901691889453,15,instock
5908236,5901691889477,15,instock
5908237,5901691889422,15,instock
5908238,5901691889439,15,instock
5908239,5901691889446,15,instock
5908240,5901691889415,15,instock
5908241,5901691889408,15,instock
5908242,5901691889392,15,instock
5908358,5901691854635,1,instock
5908535,5901691885318,15,instock
5908536,5901691885301,5,instock
5908538,5901691863941,0,outofstock
5908540,5901691863965,0,outofstock
5908754,5901691893269,15,instock
5908755,5901691885691,0,outofstock
5908756,5901691885714,1,instock
5908757,5901691885707,0,outofstock
5908960,5901691864887,15,instock
5908962,5901691864894,15,instock
5908963,5901691864900,15,instock
5908964,5901691887923,1,instock
5908965,5901691887930,0,outofstock
5908971,5901691885387,15,instock
5909071,5903407162386,15,instock
5909072,5901691802568,15,instock
5909073,5903407162393,15,instock
5909229,5901691864931,0,outofstock
5909230,5901691864924,1,instock
5909231,5901691864917,5,instock
5909327,5901691886896,15,instock
5909328,5901691886902,5,instock
5909329,5901691886933,15,instock
5909330,5901691886940,15,instock
5909331,5901691886926,15,instock
5909332,5901691886919,15,instock
5909368,5901691800762,15,instock
5909369,5901691800779,5,instock
5909370,5901691800786,15,instock
5909557,5901691899148,0,outofstock
5909563,5901691801639,15,instock
5909564,5901691801646,5,instock
5909565,5901691802896,15,instock
5909592,5901691800649,5,instock
5909593,5901691800656,5,instock
5909594,5901691800663,5,instock
5909629,5901691895102,0,outofstock
5909659,5903407015019,15,instock
5909707,5901691895119,0,outofstock
5909708,5901691894136,15,instock
5909780,5901691854833,0,outofstock
5909781,5901691854840,5,instock
5909782,5901691854857,5,instock
5909783,5901691802858,15,instock
5909784,5901691802872,5,instock
5909898,5901691898929,15,instock
5909899,5901691898936,15,instock
5909900,5901691898943,1,instock
5909901,5901691898967,5,instock
5909902,5901691898950,15,instock
5909903,5901691885370,15,instock
5909993,5901691804371,15,instock
5909994,5901691801950,15,instock
5909995,5901691801868,15,instock
5909996,5901691801875,15,instock
5909997,5901691801882,15,instock
5909998,5901691801899,15,instock
5910019,5901691801653,0,outofstock
5910021,5901691801660,0,outofstock
5910023,5901691801677,0,outofstock
5910071,5901691892415,0,outofstock
5910083,5903407163352,15,instock
5910084,5903407163345,15,instock
5910085,5901691899339,15,instock
5910086,5901691899346,5,instock
5910087,5903407166254,5,instock
5910088,5901691899483,15,instock
5910089,5901691899506,15,instock
5910090,5901691899490,15,instock
5910091,5901691896864,15,instock
5910261,5903407165684,15,instock
5910264,5903407165691,15,instock
5910299,5901691854482,15,instock
5910378,5901691890299,5,instock
5910379,5901691890305,15,instock
5910381,5903407740157,0,outofstock
5910382,5903407740188,5,instock
5910383,5901691873339,0,outofstock
5910398,5903407162812,5,instock
5910713,5901691899858,15,instock
5910714,5901691801738,15,instock
5910715,5903407167473,5,instock
5910716,5903407167503,15,instock
5910717,5903407167404,5,instock
5910718,5903407167411,15,instock
5910719,5903407167428,15,instock
5910720,5903407167435,5,instock
5910808,5901691800717,0,outofstock
5910809,5901691800724,0,outofstock
5910810,5901691800731,0,outofstock
5910816,5903407167770,5,instock
5910817,5903407167800,5,instock
5910818,5903407167831,15,instock
5910819,5903407167862,5,instock
5910820,5903407167893,5,instock
5910821,5903407167923,1,instock
5910883,5901691854963,15,instock
5910884,5901691854994,15,instock
5910885,5903407165349,1,instock
5910886,5901691864979,0,outofstock
5910887,5901691864986,0,outofstock
5910888,5901691864993,0,outofstock
5910889,5901691890855,15,instock
5910890,5901691890848,15,instock
5910891,5901691890251,0,outofstock
5910892,5901691890268,15,instock
5911096,5901691800618,5,instock
5911098,5901691800632,15,instock
5911110,5903407165356,5,instock
5911111,5901691893245,15,instock
5911122,5901691898417,15,instock
5911123,5901691802698,15,instock
5911171,5901691802681,15,instock
5911172,5901691803930,15,instock
5911277,5903407095981,15,instock
5911278,5903407095998,15,instock
5911279,5903407096001,15,instock
5911280,5901691801967,15,instock
5911281,5901691802766,15,instock
5911282,5901691802773,15,instock
5911283,5901691801974,15,instock
5911292,5901691802667,0,outofstock
5911293,5901691802674,15,instock
5911294,5903407165332,15,instock
5911311,5901691898424,0,outofstock
5911312,5903407224237,5,instock
5911313,5903407164557,0,outofstock
5911315,5903407164571,15,instock
5911428,5901691802728,0,outofstock
5911429,5901691801578,0,outofstock
5911494,5901691887718,0,outofstock
5911495,5901691887725,15,instock
5911496,5901691887732,15,instock
5911498,5901691864948,1,instock
5911499,5901691864955,1,instock
5911500,5901691864962,5,instock
5911651,5903407164458,0,outofstock
5911652,5903407164472,0,outofstock
5911793,5901691864573,5,instock
5911794,5901691864580,15,instock
5911798,5903407164526,5,instock
5911807,5903407164601,15,instock
5911811,5903407164625,15,instock
5911943,5901691890237,15,instock
5911944,5901691890244,15,instock
5911945,5903407166292,15,instock
5911946,5903407166308,15,instock
5911947,5903407167442,1,instock
5911949,5903407167459,1,instock
5912075,5903407168067,5,instock
5912076,5903407164373,0,outofstock
5912349,5903407170565,5,instock
5912350,5903407166513,15,instock
5912351,5903407166544,15,instock
5912352,5903407166582,15,instock
5912353,5903407177427,15,instock
5912354,5903407171111,15,instock
5912355,5903407171104,15,instock
5912483,5903407172293,15,instock
5912484,5903407174952,15,instock
5912564,5903407165011,15,instock
5912610,5903407164946,15,instock
5912611,5903407164953,15,instock
5912612,5901691802834,15,instock
5912613,5901691802841,1,instock
5912614,0259016918977316,1,instock
5912639,5901691893252,5,instock
5912643,5903407175478,15,instock
5912644,5903407172606,15,instock
5912645,5903407172651,15,instock
5912646,5903407172668,0,outofstock
5912647,5903407177700,5,instock
5912648,5901691820661,5,instock
5912653,5901691801844,15,instock
5912654,5901691801851,15,instock
5912781,5903407179247,16,instock
5912810,5903407177441,15,instock
5912811,5903407177434,15,instock
5912812,5903407177410,15,instock
5912916,5903407162409,15,instock
5912919,5903407164991,15,instock
5912933,5901691880375,5,instock
5912934,5901691880382,15,instock
5912935,5901691880368,15,instock
5912936,5901691854932,0,outofstock
5912937,5901691854956,0,outofstock
5912938,5903407162416,15,instock
5912939,5901691866751,0,outofstock
5912940,5901691866768,1,instock
5913035,5903407175942,15,instock
5913036,5903407178554,5,instock
5913037,5903407166322,15,instock
5913038,5903407172613,0,outofstock
5913039,5903407162294,15,instock
5913040,5903407162300,15,instock
5913137,5901691800625,15,instock
5914180,5903407162584,15,instock
5914186,5903407362519,15,instock
5914189,5903407362526,15,instock
5914190,5903407362977,15,instock
5914191,5903407362984,15,instock
5914192,5903407363004,15,instock
5914193,5903407363011,5,instock
5914194,5903407363028,15,instock
5914195,5903407167749,5,instock
5914196,5903407362991,15,instock
5914225,5903407162560,15,instock
5914284,5903407165004,15,instock
5914430,5901691804746,15,instock
5914431,5901691854659,0,outofstock
5914443,5903407172521,15,instock
5914444,5903407172538,15,instock
5914445,5903407172545,0,outofstock
5914446,5903407172552,15,instock
5914447,5903407172569,15,instock
5914448,5903407172576,15,instock
5914449,5903407172583,15,instock
5914450,5903407172590,15,instock
5914515,5903407180472,15,instock
5914521,5903407363127,15,instock
5914630,5903407180656,0,outofstock
5914631,5903407180663,5,instock
5914632,5903407180670,15,instock
5914633,5903407363134,15,instock
5914634,5903407363882,15,instock
5914635,5903407363158,15,instock
5914990,5903407367279,15,instock
773995,5903407122045,15,instock
773997,5903407700014,15,instock
773998,5903407186030,15,instock
773999,5903407186023,5,instock
774001,5901691807426,15,instock
774003,5901691807570,15,instock
774004,5903407730028,15,instock
774005,5903407730035,15,instock
774006,5903407730011,15,instock
774007,5903407780023,15,instock
774008,5903407780016,0,outofstock
774009,5903407122014,15,instock
774020,5901691812994,15,instock
774021,5901691813007,15,instock
774022,5901691813014,15,instock
774023,5901691812987,15,instock
774024,5901691812970,15,instock
774025,5901691812963,15,instock
774026,5901691812956,15,instock
774027,5901691812949,1,instock
774028,5901691812932,0,outofstock
774031,5903407352268,15,instock
774034,5903407217192,15,instock
774035,5903407217239,15,instock
774036,5903407217215,15,instock
774037,5903407217222,15,instock
774038,5903407217208,15,instock
774039,5903407217246,15,instock
774053,5903407181189,15,instock
774054,5903407181141,15,instock
774055,5903407181165,15,instock
774056,5903407181172,0,outofstock
774057,5903407181158,15,instock
774058,5903407183305,15,instock
774060,5903407785028,1,instock
774063,5903407785004,0,outofstock
774072,5903407561226,15,instock
774076,5901691816879,15,instock
774077,5903407560144,15,instock
774078,5903407565187,5,instock
774079,5903407565170,15,instock
774086,5901691813359,15,instock
774087,5901691813366,15,instock
774089,5901691813380,5,instock
774090,5901691813397,15,instock
774091,5901691813403,0,outofstock
774092,5903407566009,15,instock
774106,5903407560052,15,instock
774111,5903407561066,15,instock
774120,5903407044071,15,instock
774123,5901691811218,15,instock
774124,5901691811171,15,instock
774126,5901691854864,5,instock
774127,5903407560113,15,instock
774137,5903407151045,15,instock
774141,5901691854536,1,instock
774209,5903407224176,15,instock
774211,5903407224169,15,instock
774212,5903407224183,15,instock
774223,5903407108902,0,outofstock
774230,5903407800035,15,instock
774231,5903407561424,15,instock
774240,5903407561547,15,instock
774241,5903407098098,15,instock
774242,5903407098135,15,instock
774249,5903407028125,5,instock
774250,5903407510002,15,instock
774251,5903407095011,0,outofstock
774258,5903407131009,15,instock
774262,5901691812017,15,instock
774263,5901691812031,15,instock
774264,5901691812024,15,instock
774265,5903407024509,15,instock
774277,5903407028903,1,instock
774278,5903407028910,15,instock
774279,5901691816503,15,instock
774298,5903407028170,15,instock
774419,5901691813090,5,instock
774420,5901691813106,15,instock
774421,5901691813113,15,instock
