Kodas,EAN,stock_local,stock_supplier_fast,stock_supplier_slow,total_stock
5907930,9353965007333,0,0,0,0
5907932,9353965007340,0,0,1,1
5907933,9353965007685,0,0,0,0
5907939,5904165686701,0,0,0,0
5907942,,0,0,1,1
5907943,5901435415481,0,0,15,15
5907944,5907644006458,0,0,5,5
5907945,5907644006465,0,0,15,15
5907946,5907644006472,0,0,15,15
5907947,5904405021972,0,0,1,1
5907948,5904405021606,0,0,1,1
5907949,5904405021576,0,0,15,15
5907950,5904405021583,0,0,0,0
5907956,6971608442353,0,0,1,1
5907957,6971608442360,0,0,0,0
5907959,8058664144006,0,0,5,5
5907962,5902533923151,0,0,1,1
5907964,9353965005599,0,0,1,1
5907965,9353965005605,0,0,0,0
5907966,9353965005612,0,0,1,1
5907967,9353965005261,0,0,1,1
5907969,5061047481103,0,0,0,0
5907970,7290116961255,0,0,5,5
5907972,5061047480267,0,0,1,1
5907973,5061047480274,0,0,0,0
5907974,5061047481233,0,0,1,1
5907975,5061047481240,0,0,1,1
5907976,5061047480922,0,0,1,1
5907977,5061047480939,0,0,1,1
5907978,7290116961415,0,0,1,1
5907979,5061047480953,0,0,1,1
5907980,7290116961569,0,0,15,15
5907985,6925783808527,0,0,1,1
5907986,5901435415016,0,0,15,15
5907988,,0,0,1,1
5907990,6971608442315,0,0,1,1
5907991,6971608442292,0,0,0,0
5907992,,0,0,1,1
5907994,5904326949096,0,0,1,1
5907998,,0,0,1,1
5908,5200384515908,0,0,0,0
5908005,5904326944428,0,0,0,0
5908008,5905204345733,0,0,1,1
5908009,5905204345740,0,0,15,15
5908010,5905204345757,0,0,15,15
5908011,5905204345764,0,0,1,1
5908012,5905204345771,0,0,1,1
5908016,5905204345818,0,0,5,5
5908017,5905204345825,0,0,5,5
5908020,5905204312711,0,0,5,5
5908021,5905204312728,0,0,0,0
5908022,5905204312735,0,0,15,15
5908023,5905204312742,0,0,15,15
5908025,5905204345887,0,0,15,15
5908026,5905204345894,0,0,15,15
5908027,5905204345900,0,0,1,1
5908028,5905204345917,0,0,5,5
5908033,5905204345962,0,0,15,15
5908034,5905204345979,0,0,1,1
5908035,5905204345986,0,0,15,15
5908036,5905204345993,0,0,1,1
5908038,5905204348369,0,0,5,5
5908039,5905204348376,0,0,5,5
5908041,5905204348390,0,0,5,5
5908042,5905204348413,0,0,5,5
5908043,5905204348420,0,0,1,1
5908044,5905204348437,0,0,1,1
5908045,5905204348444,0,0,1,1
5908048,5905204348475,0,0,5,5
5908050,5905204348482,0,0,5,5
5908052,5905204348512,0,0,5,5
5908053,5905204348529,0,0,15,15
5908054,5905204348796,0,0,1,1
5908055,5905204348826,0,0,15,15
5908058,5907672342375,0,0,5,5
5908059,5907672342382,0,0,1,1
5908062,5901691889569,0,0,15,15
5908064,5901691889576,0,0,15,15
5908066,5901691889583,0,0,15,15
5908067,5901691889590,0,0,5,5
5908068,5901691889606,0,0,15,15
5908069,5901691889613,0,0,15,15
5908070,5901691885578,0,0,15,15
5908071,8058664171323,0,0,5,5
5908073,5907644002061,0,0,5,5
5908079,5901691885561,0,0,15,15
5908099,5905274852469,0,0,1,1
5908102,5905274852292,0,0,1,1
5908115,5901435415726,0,0,15,15
5908116,,0,0,15,15
5908117,9353965010371,0,0,1,1
5908118,9353965010388,0,0,0,0
5908119,9353965010401,0,0,1,1
5908120,9353965010395,0,0,1,1
5908121,9353965007401,0,0,0,0
5908122,5908214739271,0,0,0,0
5908123,5908214739288,0,0,0,0
5908124,5908214739295,0,0,0,0
5908125,5908214739301,0,0,0,0
5908126,5908214738441,0,0,1,1
5908127,5908214738427,0,0,0,0
5908128,5908214738434,0,0,1,1
5908129,5908214739738,0,0,15,15
5908130,5908214739721,0,0,15,15
5908131,5908214739745,0,0,15,15
5908132,5908214739714,0,0,1,1
5908140,5905375844943,0,0,0,0
5908141,5905375844950,0,0,1,1
5908142,5905375845018,0,0,0,0
5908143,5905375845087,0,0,0,0
5908144,5905375839369,0,0,0,0
5908151,5905375840631,0,0,0,0
5908153,5901691958975,0,0,5,5
5908154,5901691958982,0,0,0,0
5908155,5901691958999,0,0,15,15
5908156,5901691880504,0,0,5,5
5908157,5901691880498,0,0,1,1
5908158,5901691880511,0,0,5,5
5908159,5907644001033,0,0,15,15
5908160,5907644001699,0,0,15,15
5908161,5907644006489,0,0,15,15
5908162,5907644006496,0,0,15,15
5908163,5907644006502,0,0,15,15
5908164,5907644006519,0,0,15,15
5908165,5907644006526,0,0,15,15
5908166,5907644006533,0,0,15,15
5908168,5907784465375,0,0,5,5
5908169,5907784469199,0,0,1,1
5908170,5904405021804,0,0,15,15
5908171,4052396058925,0,0,5,5
5908173,5901761128956,0,0,1,1
5908174,5901761128949,0,0,1,1
5908175,5901761128932,0,0,1,1
5908177,5900511173932,0,0,15,15
5908178,5905359951575,0,0,1,1
5908179,5905359951582,0,0,1,1
5908180,5905359932734,0,0,1,1
5908185,5905359954811,0,0,1,1
5908186,,0,0,1,1
5908190,5055192203123,0,0,0,0
5908191,5904326945449,0,0,0,0
5908194,5905204352250,0,0,1,1
5908197,5905204352304,0,0,1,1
5908203,5905204356012,0,0,1,1
5908204,5905204356029,0,0,1,1
5908212,5905204356876,0,0,1,1
5908214,5905204356890,0,0,1,1
5908216,5905204356913,0,0,1,1
5908217,5905204357026,0,0,1,1
5908218,5905204357040,0,0,1,1
5908219,5905204357064,0,0,1,1
5908220,5905204357101,0,0,1,1
5908222,5905204357149,0,0,1,1
5908230,,0,0,15,15
5908231,5901912245570,0,0,5,5
5908233,5901691863989,0,0,15,15
5908234,5901691889460,0,0,15,15
5908235,5901691889453,0,0,15,15
5908236,5901691889477,0,0,15,15
5908237,5901691889422,0,0,15,15
5908238,5901691889439,0,0,15,15
5908239,5901691889446,0,0,15,15
5908240,5901691889415,0,0,15,15
5908241,5901691889408,0,0,15,15
5908242,5901691889392,0,0,0,0
5908244,5901691959057,0,0,15,15
5908245,5901691959064,0,0,15,15
5908248,5901691958708,0,0,0,0
5908249,5901691957817,0,0,1,1
5908250,5902963004215,0,0,5,5
5908251,5903067015824,0,0,5,5
5908252,5902963004208,0,0,1,1
5908253,5902963004192,0,0,5,5
5908254,5903067015817,0,0,1,1
5908255,5902963004222,0,0,5,5
5908256,5903067015794,0,0,1,1
5908257,5903067015800,0,0,1,1
5908258,,0,0,0,0
5908259,5901435415603,0,0,0,0
5908261,5904316150273,0,0,0,0
5908262,8711777154958,0,0,1,1
5908263,6925783804147,0,0,1,1
5908275,5905204342602,0,0,1,1
5908276,5905204342848,0,0,1,1
5908281,5901761129670,0,0,0,0
5908285,5901691959156,0,0,1,1
5908291,5901761128536,0,0,1,1
5908292,5901761129366,0,0,1,1
5908293,5901761129359,0,0,1,1
5908295,5901761128352,0,0,1,1
5908296,5901761129502,0,0,1,1
5908297,5901761129519,0,0,1,1
5908299,9001616850578,0,0,1,1
5908300,9353965006619,0,0,1,1
5908301,9001616850585,0,0,0,0
5908302,9001616850592,0,0,0,0
5908303,5901912245297,0,0,15,15
5908304,9001616850608,0,0,1,1
5908305,5904165687777,0,0,1,1
5908306,5904165687784,0,0,0,0
5908307,5904165687791,0,0,5,5
5908308,9001616850707,0,0,1,1
5908309,5904165687227,0,0,1,1
5908310,5904165687210,0,0,5,5
5908311,5904165687234,0,0,0,0
5908312,5904165687241,0,0,0,0
5908313,5904165687203,0,0,0,0
5908314,5904165687265,0,0,5,5
5908315,5904165687258,0,0,1,1
5908316,9001616850615,0,0,1,1
5908317,9001616850714,0,0,5,5
5908318,9001616850745,0,0,5,5
5908319,9001616850820,0,0,1,1
5908320,9001616850943,0,0,0,0
5908321,9001616850950,0,0,0,0
5908322,9001616851070,0,0,0,0
5908323,9001616851087,0,0,0,0
5908324,9001616851094,0,0,0,0
5908325,9001616851124,0,0,5,5
5908326,9001616851131,0,0,1,1
5908327,9001616851155,0,0,0,0
5908328,9001616851162,0,0,15,15
5908329,9001616851179,0,0,0,0
5908330,9001616853302,0,0,5,5
5908332,5904165687838,0,0,0,0
5908333,5904165687845,0,0,0,0
5908334,5904165686855,0,0,0,0
5908343,5904165686787,0,0,1,1
5908344,5904165687937,0,0,1,1
5908345,5904165687944,0,0,1,1
5908347,5904165686817,0,0,0,0
5908348,5907001940739,0,0,0,0
5908349,5907001940746,0,0,0,0
5908350,5907001940753,0,0,1,1
5908351,5907001940760,0,0,1,1
5908352,5907001940777,0,0,0,0
5908353,5907001940784,0,0,0,0
5908354,5907001940630,0,0,1,1
5908355,5907001940647,0,0,1,1
5908357,5903753001346,0,0,0,0
5908358,5901691854635,0,0,5,5
5908377,5903067004361,0,0,0,0
5908380,,0,0,1,1
5908381,5907644005840,0,0,1,1
5908382,5907644005857,0,0,15,15
5908383,5907644006557,0,0,15,15
5908384,5908214739684,0,0,5,5
5908385,5908214739677,0,0,1,1
5908386,5908214739691,0,0,5,5
5908387,5908214739707,0,0,1,1
5908388,5908214738212,0,0,15,15
5908389,5908214738229,0,0,15,15
5908390,5908214738236,0,0,0,0
5908393,5908214735594,0,0,0,0
5908394,5908214736171,0,0,15,15
5908396,5908214736140,0,0,5,5
5908397,5907784469205,0,0,5,5
5908398,5904165687319,0,0,0,0
5908401,5904165687678,0,0,5,5
5908403,5904165687692,0,0,1,1
5908404,5904165687708,0,0,15,15
5908405,5904165687715,0,0,15,15
5908407,5904165687449,0,0,5,5
5908408,5904165687456,0,0,5,5
5908409,5904165687722,0,0,1,1
5908410,5904165687739,0,0,0,0
5908411,5904165687746,0,0,5,5
5908412,5904165687753,0,0,5,5
5908413,5904165687760,0,0,15,15
5908415,5904165687395,0,0,1,1
5908416,5904165687401,0,0,1,1
5908417,5904165687623,0,0,1,1
5908418,5904165687630,0,0,0,0
5908419,5904165687647,0,0,1,1
5908420,5904165687654,0,0,1,1
5908421,5904165687661,0,0,5,5
5908423,5904165687470,0,0,5,5
5908424,5904165687487,0,0,5,5
5908426,5904165687500,0,0,5,5
5908427,5904165687517,0,0,0,0
5908429,4008600369592,0,0,5,5
5908432,5901761124538,0,0,0,0
5908433,5901761125030,0,0,1,1
5908434,5901761125047,0,0,1,1
5908437,5061047480243,0,0,1,1
5908438,5905204341896,0,0,15,15
5908439,5061047480212,0,0,1,1
5908440,5905204341902,0,0,15,15
5908441,5905204341919,0,0,15,15
5908442,5061047480236,0,0,1,1
5908443,5905204341483,0,0,5,5
5908445,5061047480199,0,0,1,1
5908455,5061047480359,0,0,0,0
5908464,5061047480328,0,0,0,0
5908465,5061047480779,0,0,0,0
5908466,5061047480762,0,0,1,1
5908467,5061047481042,0,0,1,1
5908468,5061047481035,0,0,1,1
5908469,5061047481028,0,0,1,1
5908470,5061047481011,0,0,1,1
5908481,5900694736603,0,0,5,5
5908482,5908214739783,0,0,15,15
5908483,5908214739752,0,0,1,1
5908484,5908214739769,0,0,5,5
5908486,5901811168765,0,0,1,1
5908487,5901811168772,0,0,1,1
5908489,5901691959170,0,0,1,1
5908490,5901691959163,0,0,1,1
5908491,5901691959187,0,0,0,0
5908495,,0,0,1,1
5908500,,0,0,1,1
5908503,5904326949607,0,0,0,0
5908504,,0,0,1,1
5908506,5904326949577,0,0,1,1
5908507,5904326949591,0,0,1,1
5908508,,0,0,1,1
5908515,6971608442261,0,0,0,0
5908517,5904326949362,0,0,0,0
5908520,5904326949546,0,0,0,0
5908526,5900511617870,0,0,1,1
5908529,5900511618167,0,0,1,1
5908531,5900511618235,0,0,1,1
5908535,5901691885318,0,0,15,15
5908536,5901691885301,0,0,1,1
5908537,5903753000981,0,0,0,0
5908538,5901691863941,0,0,1,1
5908540,5901691863965,0,0,1,1
5908541,4895038507234,0,0,1,1
5908542,5905375839321,0,0,1,1
5908543,5905375845001,0,0,0,0
5908544,8058664174614,0,0,0,0
5908545,5905204335468,0,0,5,5
5908546,5905204335475,0,0,1,1
5908547,5905204335482,0,0,15,15
5908548,5905204335499,0,0,5,5
5908549,5905204335505,0,0,1,1
5908550,5905204335512,0,0,5,5
5908551,5905204348260,0,0,5,5
5908552,5905204348277,0,0,15,15
5908554,5907672342825,0,0,0,0
5908559,5905274852544,0,0,0,0
5908560,5905274852582,0,0,0,0
5908561,5905274852865,0,0,0,0
5908562,5905274852872,0,0,0,0
5908563,5905274851981,0,0,0,0
5908564,5905274851974,0,0,1,1
5908565,5901761128420,0,0,1,1
5908566,5900511618662,0,0,5,5
5908567,5900511619065,0,0,1,1
5908571,5903067010904,0,0,1,1
5908573,5900694640108,0,0,1,1
5908574,5900694640207,0,0,1,1
5908576,5900694640306,0,0,1,1
5908577,5900694645004,0,0,1,1
5908578,5900694645103,0,0,1,1
5908579,5900694645202,0,0,1,1
5908580,5900694645301,0,0,1,1
5908581,5908214738694,0,0,0,0
5908582,5908214738687,0,0,0,0
5908583,5908214738700,0,0,0,0
5908584,5908214738670,0,0,0,0
5908585,5908214738663,0,0,1,1
5908586,5902262141277,0,0,5,5
5908590,5901761128796,0,0,0,0
5908591,5901761128819,0,0,0,0
5908592,5901761128512,0,0,1,1
5908596,072239306284,0,0,1,1
5908597,072239325759,0,0,15,15
5908599,072239311370,0,0,15,15
5908601,5903753005580,0,0,0,0
5908602,5908268744269,0,0,1,1
5908603,5908268746812,0,0,1,1
5908604,5908268746898,0,0,0,0
5908606,5904165688507,0,0,5,5
5908607,5901435415764,0,0,15,15
5908608,5901435415771,0,0,15,15
5908609,5901435415788,0,0,15,15
5908610,5901435415733,0,0,15,15
5908612,5901435415757,0,0,15,15
5908613,5908214738861,0,0,0,0
5908614,5908214737963,0,0,0,0
5908615,5908214737970,0,0,0,0
5908616,5908214737956,0,0,1,1
5908622,9005800369235,0,0,1,1
5908626,5900017090405,0,0,5,5
5908627,9005800369549,0,0,1,1
5908629,5900017090498,0,0,1,1
5908632,5900017090252,0,0,1,1
5908638,5908214739431,0,0,5,5
5908639,5908214739417,0,0,15,15
5908640,5908214739400,0,0,5,5
5908665,,0,0,1,1
5908666,5904326949997,0,0,0,0
5908671,5905204361269,0,0,5,5
5908672,5905204307755,0,0,15,15
5908673,5905204307762,0,0,15,15
5908674,5905204307779,0,0,15,15
5908684,,0,0,1,1
5908689,,0,0,0,0
5908690,,0,0,0,0
5908691,,0,0,0,0
5908692,,0,0,0,0
5908694,,0,0,1,1
5908695,,0,0,1,1
5908696,,0,0,0,0
5908697,,0,0,0,0
5908698,,0,0,1,1
5908714,5902533924844,0,0,15,15
5908715,5902533924851,0,0,1,1
5908716,5902533924868,0,0,5,5
5908717,5902533925117,0,0,1,1
5908718,5902533925124,0,0,5,5
5908719,5902533925155,0,0,0,0
5908720,5902533925193,0,0,1,1
5908728,5905692300405,0,0,1,1
5908729,5905692300313,0,0,5,5
5908730,5061047480755,0,0,0,0
5908731,5061047480724,0,0,1,1
5908732,5061047480045,0,0,1,1
5908733,5061047480076,0,0,1,1
5908734,5061047480052,0,0,1,1
5908735,5061047480069,0,0,1,1
5908739,5901761124569,0,0,0,0
5908740,5904165688453,0,0,1,1
5908741,5904165688460,0,0,5,5
5908743,5904165688484,0,0,1,1
5908744,5904165687807,0,0,0,0
5908745,5904165687821,0,0,1,1
5908746,5904165687814,0,0,1,1
5908749,5060624773198,0,0,0,0
5908750,5060624773181,0,0,1,1
5908751,5060624773433,0,0,1,1
5908752,5060624773303,0,0,0,0
5908753,5060624772351,0,0,0,0
5908754,5901691893269,0,0,15,15
5908755,5901691885691,0,0,5,5
5908756,5901691885714,0,0,15,15
5908757,5901691885707,0,0,15,15
5908760,,0,0,0,0
5908762,,0,0,0,0
5908763,,0,0,0,0
5908766,5901691958814,0,0,1,1
5908767,5901691958821,0,0,0,0
5908768,5901691958838,0,0,1,1
5908769,5901691958791,0,0,0,0
5908770,5901691958807,0,0,1,1
5908771,6944167100040,0,0,1,1
5908772,6944167102808,0,0,1,1
5908775,5905692300351,0,0,1,1
5908776,5905692300153,0,0,0,0
5908777,5905692300160,0,0,5,5
5908778,5905692300177,0,0,5,5
5908779,5902479674964,0,0,1,1
5908781,5902533924103,0,0,1,1
5908782,5902533924110,0,0,1,1
5908783,5902533924127,0,0,1,1
5908785,5010415235732,0,0,0,0
5908786,5010415224378,0,0,15,15
5908787,5010415224385,0,0,0,0
5908788,5010415227461,0,0,1,1
5908789,5010415212245,0,0,15,15
5908790,5010415211163,0,0,0,0
5908791,5010415312938,0,0,0,0
5908792,5010415510068,0,0,5,5
5908793,5010415510075,0,0,15,15
5908794,5010415333803,0,0,15,15
5908796,5010415333629,0,0,0,0
5908798,5905359961734,0,0,1,1
5908799,,0,0,0,0
5908800,5010415334008,0,0,0,0
5908801,5010415916471,0,0,1,1
5908802,5010415916464,0,0,1,1
5908804,5010415478276,0,0,1,1
5908805,5905359961758,0,0,0,0
5908806,5905359961765,0,0,0,0
5908807,5905359961772,0,0,0,0
5908808,5010415466297,0,0,0,0
5908809,5905359961789,0,0,0,0
5908810,5010415478245,0,0,0,0
5908811,5905359961833,0,0,0,0
5908812,5905359961840,0,0,1,1
5908813,5010415478252,0,0,5,5
5908814,5905359961857,0,0,1,1
5908815,5010415478603,0,0,1,1
5908816,5010415478658,0,0,5,5
5908817,5905359961864,0,0,1,1
5908818,5905359961871,0,0,0,0
5908819,5905359961888,0,0,0,0
5908820,5905359961895,0,0,0,0
5908821,5905959961905,0,0,0,0
5908822,5905359961918,0,0,0,0
5908823,5905359961932,0,0,1,1
5908824,5905359961925,0,0,0,0
5908825,5905359961949,0,0,1,1
5908826,5905359961956,0,0,0,0
5908827,5905359961963,0,0,0,0
5908828,,0,0,1,1
5908829,5905204342626,0,0,1,1
5908830,,0,0,0,0
5908832,5905204342633,0,0,1,1
5908837,5905204342787,0,0,1,1
5908838,5905204342794,0,0,1,1
5908839,5905204342800,0,0,1,1
5908840,5060666870350,0,0,0,0
5908841,5060666870411,0,0,0,0
5908842,9001616850622,0,0,1,1
5908843,9001616850639,0,0,1,1
5908844,9001616850646,0,0,0,0
5908845,9001616850653,0,0,1,1
5908846,9001616850660,0,0,5,5
5908847,9001616850677,0,0,1,1
5908848,9001616850684,0,0,1,1
5908849,9001616850691,0,0,5,5
5908850,9001616850721,0,0,1,1
5908851,9001616850752,0,0,1,1
5908852,9001616850783,0,0,1,1
5908853,9001616850806,0,0,5,5
5908854,9001616851100,0,0,15,15
5908855,5901435415658,0,0,15,15
5908856,5901435415665,0,0,15,15
5908864,9001616851117,0,0,15,15
5908866,5901761125870,0,0,0,0
5908867,5901761129564,0,0,1,1
5908869,5061047480175,0,0,1,1
5908870,5061047480151,0,0,1,1
5908872,5904165688705,0,0,0,0
5908873,5901761129588,0,0,0,0
5908874,5901761129595,0,0,0,0
5908875,5901761129571,0,0,1,1
5908879,5902533924981,0,0,1,1
5908881,5902533924998,0,0,1,1
5908882,5902533925377,0,0,0,0
5908883,5902533925384,0,0,0,0
5908884,5902533925650,0,0,15,15
5908885,,0,0,0,0
5908887,5904326946675,0,0,1,1
5908888,,0,0,0,0
5908895,5903771705110,0,0,0,0
5908896,5903771705127,0,0,1,1
5908897,5903771706339,0,0,0,0
5908898,5903771706322,0,0,0,0
5908899,5903771706315,0,0,0,0
5908900,5903771704328,0,0,0,0
5908901,5903771706933,0,0,0,0
5908902,5903771703994,0,0,1,1
5908903,5903771706940,0,0,0,0
5908904,5903771706230,0,0,0,0
5908905,5903771704007,0,0,1,1
5908906,5903771704014,0,0,1,1
5908907,5903771704021,0,0,0,0
5908908,5903771705752,0,0,0,0
5908909,5903771700016,0,0,0,0
5908910,5903771700023,0,0,0,0
5908911,5903771702911,0,0,0,0
5908912,5903771700030,0,0,0,0
5908913,5903771700160,0,0,0,0
5908914,5903771704205,0,0,0,0
5908915,5903771704199,0,0,0,0
5908916,5903771704212,0,0,0,0
5908917,5903771704816,0,0,0,0
5908918,5902581658067,0,0,0,0
5908921,5903771700078,0,0,0,0
5908922,5903771704700,0,0,0,0
5908923,5903771705424,0,0,0,0
5908925,5902581659569,0,0,0,0
5908926,5903771702416,0,0,1,1
5908927,5903771702423,0,0,1,1
5908928,5903771702737,0,0,0,0
5908929,5902581658005,0,0,0,0
5908930,5903771702126,0,0,0,0
5908931,5903771703260,0,0,0,0
5908932,5903771703277,0,0,0,0
5908933,5903771704625,0,0,0,0
5908934,5903771704618,0,0,0,0
5908935,5903771703048,0,0,0,0
5908936,5903771704953,0,0,0,0
5908937,5903771704946,0,0,0,0
5908938,5903771704939,0,0,0,0
5908939,5902581657589,0,0,0,0
5908940,5902581657596,0,0,0,0
5908941,5902581657602,0,0,1,1
5908942,5903771701334,0,0,1,1
5908943,5903771701327,0,0,0,0
5908944,5903771702164,0,0,0,0
5908945,5903771702140,0,0,0,0
5908946,5061047480342,0,0,0,0
5908951,5904209893416,0,0,1,1
5908952,5904209893423,0,0,1,1
5908953,5904209893508,0,0,1,1
5908954,9353965007760,0,0,1,1
5908955,9353965007753,0,0,0,0
5908956,9353965006084,0,0,0,0
5908957,9353965011163,0,0,1,1
5908958,5901912245433,0,0,15,15
5908959,5901912245464,0,0,1,1
5908960,5901691864887,0,0,15,15
5908961,5901912245419,0,0,1,1
5908962,5901691864894,0,0,15,15
5908963,5901691864900,0,0,15,15
5908964,5901691887923,0,0,15,15
5908965,5901691887930,0,0,0,0
5908967,5907501484511,0,0,5,5
5908968,5907501484528,0,0,1,1
5908969,5907501484665,0,0,0,0
5908970,5907501484658,0,0,1,1
5908971,5901691885387,0,0,5,5
5908973,,0,0,1,1
5908978,,0,0,1,1
5908979,,0,0,1,1
5908989,5900511025484,0,0,1,1
5908990,5900511025798,0,0,1,1
5908991,5900511025903,0,0,1,1
5908992,5900511025927,0,0,5,5
5908993,5900511025934,0,0,1,1
5908994,5900511025941,0,0,5,5
5908995,5900511615739,0,0,0,0
5908997,5903771705608,0,0,0,0
5908999,5903771705615,0,0,0,0
5909000,5903771705639,0,0,1,1
5909008,5906630333059,0,0,1,1
5909011,5906630333233,0,0,1,1
5909012,5906630333240,0,0,1,1
5909013,5906630333257,0,0,1,1
5909014,5906630333264,0,0,1,1
5909015,5906630333271,0,0,1,1
5909017,5906630333325,0,0,1,1
5909018,5906630333332,0,0,1,1
5909020,5906630333356,0,0,1,1
5909021,5904405021934,0,0,0,0
5909022,5904405021521,0,0,0,0
5909023,5904405021538,0,0,0,0
5909025,5061047480335,0,0,0,0
5909026,5060624773389,0,0,1,1
5909027,5060624773730,0,0,0,0
5909028,5060624773167,0,0,1,1
5909029,8720689026383,0,0,5,5
5909030,8720689026451,0,0,0,0
5909033,5905204300411,0,0,5,5
5909034,5903753005702,0,0,0,0
5909035,5903753009465,0,0,0,0
5909036,5903407162942,0,0,0,0
5909037,5901691805286,0,0,5,5
5909038,5900511610734,0,0,1,1
5909042,5901435415672,0,0,15,15
5909043,5901435415689,0,0,15,15
5909044,5901435415801,0,0,0,0
5909045,5901435415818,0,0,0,0
5909046,5901435415825,0,0,0,0
5909047,5901435415832,0,0,0,0
5909048,5901435415849,0,0,15,15
5909050,5901435415863,0,0,15,15
5909051,5901435415870,0,0,15,15
5909052,5901435414279,0,0,15,15
5909053,5901435414286,0,0,15,15
5909054,5901435415795,0,0,0,0
5909056,4008600382812,0,0,1,1
5909057,4008600399476,0,0,0,0
5909062,,0,0,1,1
5909065,4008600399018,0,0,0,0
5909066,4008600313212,0,0,0,0
5909067,,0,0,0,0
5909068,,0,0,1,1
5909069,,0,0,1,1
5909071,5903407162386,0,0,15,15
5909072,5901691802568,0,0,15,15
5909073,5903407162393,0,0,15,15
5909079,,0,0,0,0
5909081,,0,0,1,1
5909085,,0,0,1,1
5909086,,0,0,0,0
5909089,,0,0,1,1
5909090,,0,0,1,1
5909091,,0,0,1,1
5909092,,0,0,1,1
5909094,5906280650926,0,0,1,1
5909096,5906280651084,0,0,1,1
5909100,,0,0,0,0
5909101,6934510584993,0,0,0,0
5909102,,0,0,1,1
5909103,,0,0,1,1
5909108,,0,0,1,1
5909110,,0,0,1,1
5909111,,0,0,5,5
5909112,,0,0,1,1
5909113,5904326947047,0,0,0,0
5909114,,0,0,0,0
5909118,,0,0,1,1
5909120,,0,0,1,1
5909121,5904326943742,0,0,1,1
5909123,4008600434610,0,0,1,1
5909124,4008600434634,0,0,1,1
5909125,4008600434641,0,0,1,1
5909126,4008600434597,0,0,1,1
5909127,4008600434603,0,0,1,1
5909128,4008600434580,0,0,1,1
5909129,4008600434573,0,0,1,1
5909131,5905375847685,0,0,1,1
5909132,5905375847623,0,0,1,1
5909133,5905375847630,0,0,1,1
5909135,4895167988539,0,0,1,1
5909140,5905375847357,0,0,0,0
5909141,5905375847371,0,0,0,0
5909143,4008600434627,0,0,1,1
5909147,4008600434870,0,0,0,0
5909152,5055192204106,0,0,1,1
5909154,5055192204120,0,0,1,1
5909155,5055192204137,0,0,1,1
5909156,7290108863307,0,0,0,0
5909157,5061047480823,0,0,1,1
5909158,5061047480816,0,0,0,0
5909159,5061047480809,0,0,1,1
5909160,5901761125757,0,0,1,1
5909161,5901761129533,0,0,15,15
5909162,5901761129557,0,0,15,15
5909163,5901761129540,0,0,15,15
5909164,5901761129472,0,0,0,0
5909165,5901761129489,0,0,0,0
5909166,5901761129496,0,0,0,0
5909167,5905489408529,0,0,1,1
5909168,5901761129663,0,0,0,0
5909169,5905489408475,0,0,5,5
5909170,5905489408482,0,0,1,1
5909171,5901761127683,0,0,5,5
5909172,5901761129830,0,0,1,1
5909173,5905489408499,0,0,5,5
5909174,5905489408505,0,0,1,1
5909175,5905489408512,0,0,1,1
5909177,5904165688545,0,0,1,1
5909178,5904165687913,0,0,1,1
5909179,5904165687920,0,0,0,0
5909180,5907001940722,0,0,1,1
5909181,5907672342276,0,0,5,5
5909182,5902533925162,0,0,0,0
5909184,,0,0,0,0
5909190,5905274852322,0,0,1,1
5909191,5905274853428,0,0,1,1
5909192,5905274852575,0,0,0,0
5909193,5905274852636,0,0,0,0
5909194,5905274853152,0,0,0,0
5909196,5901435405659,0,0,15,15
5909197,5905274852629,0,0,0,0
5909198,5905274853145,0,0,0,0
5909199,5905274852568,0,0,0,0
5909201,5908214739899,0,0,1,1
5909202,5905274853411,0,0,0,0
5909203,590527485193,0,0,1,1
5909205,5905274852643,0,0,0,0
5909206,5905274853169,0,0,0,0
5909207,5905274852612,0,0,0,0
5909208,9001616850738,0,0,1,1
5909209,9001616850837,0,0,1,1
5909210,9001616851186,0,0,15,15
5909211,9001616851254,0,0,15,15
5909212,9001616851247,0,0,5,5
5909213,9001616851261,0,0,15,15
5909216,,0,0,1,1
5909217,,0,0,1,1
5909218,,0,0,1,1
5909219,5901691888388,0,0,1,1
5909221,5901691888449,0,0,15,15
5909222,5901691888432,0,0,15,15
5909223,5901691888401,0,0,15,15
5909224,5901691888395,0,0,0,0
5909225,5901691888425,0,0,15,15
5909226,5901691888418,0,0,15,15
5909227,5905274851493,0,0,0,0
5909228,5900694363212,0,0,0,0
5909229,5901691864931,0,0,5,5
5909230,5901691864924,0,0,1,1
5909231,5901691864917,0,0,1,1
5909232,5010415916488,0,0,1,1
5909233,5010415916495,0,0,1,1
5909234,5055531059848,0,0,1,1
5909235,5010415914903,0,0,0,0
5909236,5902533924493,0,0,1,1
5909237,5902533924509,0,0,1,1
5909238,5902533924516,0,0,5,5
5909239,5902533925018,0,0,1,1
5909240,5902533925025,0,0,0,0
5909241,9353965008163,0,0,1,1
5909242,9353965008156,0,0,1,1
5909243,9353965008187,0,0,1,1
5909244,9353965008170,0,0,1,1
5909245,9353965008125,0,0,1,1
5909246,9353965008132,0,0,1,1
5909247,9353965008118,0,0,1,1
5909248,9353965008149,0,0,1,1
5909249,9353965008231,0,0,1,1
5909250,9353965008248,0,0,1,1
5909253,,0,0,1,1
5909254,9353965008262,0,0,1,1
5909255,8720689021852,0,0,0,0
5909258,5902533924967,0,0,0,0
